iteration,epoch,minibatch,8,16,32,64,128
2133535,98,12242,0.218,0.19,0.185,0.182,0.183
2135721,98,14428,0.218,0.19,0.185,0.182,0.183
2137907,98,16614,0.218,0.19,0.185,0.182,0.183
2140093,98,18800,0.218,0.19,0.185,0.182,0.183
2142279,98,20986,0.218,0.19,0.185,0.182,0.182
2144465,99,1303,0.218,0.19,0.185,0.182,0.183
2146651,99,3489,0.218,0.19,0.185,0.182,0.182
2148837,99,5675,0.218,0.19,0.185,0.182,0.184
2151023,99,7861,0.218,0.191,0.185,0.182,0.182
2153209,99,10047,0.218,0.19,0.185,0.182,0.184
2155395,99,12233,0.218,0.19,0.185,0.182,0.182
2157581,99,14419,0.218,0.19,0.185,0.182,0.183
2159767,99,16605,0.218,0.19,0.185,0.182,0.183
2161953,99,18791,0.218,0.19,0.185,0.182,0.183
2164139,99,20977,0.218,0.19,0.185,0.182,0.183
2166325,100,1294,0.218,0.19,0.185,0.182,0.183
2168511,100,3480,0.218,0.19,0.184,0.182,0.183
2170697,100,5666,0.218,0.19,0.185,0.182,0.183
2172883,100,7852,0.218,0.191,0.185,0.182,0.182
2175069,100,10038,0.218,0.19,0.185,0.182,0.183
2177255,100,12224,0.218,0.19,0.185,0.182,0.182
2179441,100,14410,0.218,0.19,0.184,0.182,0.183
2181627,100,16596,0.218,0.19,0.185,0.182,0.183
2183813,100,18782,0.218,0.19,0.185,0.182,0.182
2185999,100,20968,0.218,0.19,0.185,0.182,0.182
